;;;;;;
3012409750018;LES SEPT FLECHES;CH 1062;SOTTENS;SUISSE;21;N
3012409850015;TERREFORT;31500;TOULOUSE;FRANCE;27;N
3012409880012;MENAIBUC;75862;PARIS;FRANCE;292;N
3012409970010;COULEURS CONTEMPORAINES;75008;PARIS;FRANCE;69;O
3012409980019;TNR;75012;PARIS;FRANCE;7;N
3012410004018;DOBU VERLAG;22453;HAMBURG;ALLEMAGNE;5;N
3012410006012;BUILDOTHER;69370;ST DIDIER AU MONT D OR;FRANCE;1;N
3012410007019;L'IMAGIN'ERE;22340;PLEVIN;FRANCE;2;N
3012410009013;AZTIA;91600;SAVIGNY SUR ORGE;FRANCE;1;N
3012410011016;DOMUS-SECONDE CHANCE;66330;CABESTANY;FRANCE;1;N
3012410012013;LES SENTES;92200;NEUILLY SUR SEINE;FRANCE;30;N
3012410013010;ZEDELE;29200;BREST;FRANCE;1;N
3012410015014;COGITARE;75013;PARIS;FRANCE;84;N
3012410016011;POESIE-IMAGES;13090;AIX EN PROVENCE;FRANCE;10;N
3012410021015;CHAMP D'AZUR;13100;AIX EN PROVENCE;FRANCE;3;N
3012410022012;MEMOIRES DU MONDE;81170;CORDES SUR CIEL;FRANCE;7;O
3012410024016;EDITIONS VMCF;75013;PARIS;FRANCE;3;N
3012410025013;LES SENTIERS DE L'ECUME;43200;YSSINGEAUX;FRANCE;15;N
3012410026010;BLANCHE SELVA;26160;LA TOUCHE;FRANCE;1;N
3012410028014;EDITIONS HEXSIGN;57700;HAYANGE;FRANCE;3;N
3012410030017;EDITINTER;91450;SOISY SUR SEINE;FRANCE;356;N
3012410032011;CUISINE MEI WENTI;07200;AUBENAS;FRANCE;2;N
3012410033018;ISABELLE AUBERT;95140;GARGES LES GONESSE;FRANCE;7;N
3012410035012;TSEMERYS;69003;LYON;FRANCE;4;N
3012410036019;FLORENT MAROTTA;42410;PAVEZIN;FRANCE;1;N
3012410038013;ALLONS ENFANTS EDITIONS;75015;PARIS;FRANCE;9;O
3012410039010;IRFAN (LE LABEL);1276;ALBA LA ROMAINE;FRANCE;54;O
3012410042010;AU TEMPS DE LIRE;34160;BOISSERON;FRANCE;5;N
3012410043017;LIVRES DU MONDE;74000;ANNECY;FRANCE;38;N
3012410044014;DUBUISSON;92160;ANTONY;FRANCE;7;N
3012410048012;EDITIONS SAM SUFY;33840;LERM ET MUSSET;FRANCE;9;N
3012410051012;L OEIL DE L ESPRIT;75018;PARIS;FRANCE;3;N
3012410053016;LF JEUNESSE;83260;LA CRAU;FRANCE;3;N
3012410054013;WEBLIM;87000;LIMOGES;FRANCE;19;N
3012410055010;AUDOWARE MALIKA;69400;VILLEFRANCHE SUR SAONE;FRANCE;7;N
3012410057014;LE MONO;28630;LE COUDRAY;FRANCE;75;N
3012410058011;PAUWELS ANNE CHANTAL;25240;CHAPELLE DES BOIS;FRANCE;1;N
3012410059018;QUI LIT VIT;83150;BANDOL;FRANCE;20;N
3012410060014;BLEU AUTOUR;03500;ST POURCAIN SUR SIOULE;FRANCE;21;N
3012410062018;LPDB;06400;CANNES;FRANCE;2;N
3012410064012;DUMONT CASTELLS;13680;LANCON-PROVENCE;FRANCE;9;N
3012410068010;LA PLUME D HIPPOPOTAME;40000;MONT DE MARSAN;FRANCE;4;N
3012410069017;LES PASSIONNES DE BOUQUINS;69290;CRAPONNE;FRANCE;113;N
3012410072017;JEANGEORGES-GUFFROY EMILIE;78100;ST GERMAIN EN LAYE;FRANCE;4;N
3012410073014;SOLER ANDRE;63100;CLERMONT FERRAND;FRANCE;17;O
3012410074011;LE NEGRE EDITEUR;13100;AIX EN PROVENCE;FRANCE;17;N
3012410075018;EDITION DE LA REVUE DES RESSOURCES;68650;LAPOUTROIE;FRANCE;10;N
3012410076015;ECRITURIALES;49710;LE LONGERON;FRANCE;132;N
3012410077012;DAMIEN WAKE;64360;MONEIN;FRANCE;2;N
3012410078019;HOPS ELISABETH;72100;LE MANS;FRANCE;2;N
3012410081019;LA TERMITIERE;83200;TOULON;FRANCE;32;N
3012410082016;LUMENA;26390;HAUTERIVES;FRANCE;2;N
3012410083013;ROLLOT JEAN MARC;39130;CLAIRVAUX LES LACS;FRANCE;3;N
3012410087011;BOISSEAU DE MESMAY MARGUERITE;49390;VERNANTES;FRANCE;2;N
3012410088018;BALESTER CHRISTIAN;13124;PEYPIN;FRANCE;1;N
3012410091018;TASNIM;59150;WATTRELOS;FRANCE;16;N
3012410092015;BOUTS DU MONDE;49017;ANGERS CEDEX 02;FRANCE;40;O
3012410093012;DENIS PASCALE;34190;CAZILHAC;FRANCE;5;N
3012410094019;MUTINE;21110;CESSEY SUR TILLE;FRANCE;86;N
3012410095016;DIDIER BAUX COMMNUNICATION;29000;QUIMPER;FRANCE;1;N
3012410096013;DU LABYRINTHE;80000;AMIENS;FRANCE;37;N
3012410097010;BJ LAFONTAINE;75012;PARIS;FRANCE;19;O
3012410099014;ROLAND DE BIASI;97113;GOURBEYRE;FRANCE;1;N
3012410101014;CHARLES ERIC LAPORTE;92140;CLAMART;FRANCE;1;N
3012410102011;EDITIONS L ESCALIER;84210;ST DIDIER;FRANCE;121;N
3012410107016;MICROCOSME;74240;GAILLARD;FRANCE;11;N
3012410108013;VIE CHRETIENNE;75011;PARIS;FRANCE;89;O
3012410109010;JEROME LUCAS;22150;LANGAST;FRANCE;57;N
3012410111013;KANDRASHOV;75017;PARIS;FRANCE;3;N
3012410112010;LE SYBARITE;28190;SAINT ARNOULT DES BOIS;FRANCE;1;N
3012410114014;LES ARETES;13200;ARLES;FRANCE;23;N
3012410115011;EPILOGUE;33320;LE TAILLAN MEDOC;FRANCE;3;N
3012410118012;ASSOCIATION BLUE SUN;78380;BOUGIVAL;FRANCE;3;N
3012410122019;POINT G COMICS;E10 7;LONDRES;ROYAUME UNI;3;N
3012410123016;HERVE ROUSSEAU;92360;MEUDON LA FORET;FRANCE;2;N
3012410126017;RAMSES VI;92100;;FRANCE;15;O
3012410132018;CHRISTIAN CHALE;78270;BONNIERES SUR SEINE;FRANCE;1;N
3012410133015;VILLEMIN;88100;ST DIE DES VOSGES;FRANCE;2;N
3012410135019;UNIVERSAL BIKE RACING;38700;LA TRONCHE;FRANCE;1;N
3012410137013;DU PIED DE BICHE SAS;75011;PARIS;FRANCE;1;N
3012410138010;STYLADOC;34750;VILLENEUVE LES MAGUELONE;FRANCE;1;N
3012410139017;HERDE CREATIONS;38150;SALAISE SUR SANNE;FRANCE;2;N
3012410141010;ATELIERS DE L'HERMITAGE;28220;ST HILAIRE SUR YERRE;FRANCE;1;N
3012410142017;LASZLO MERCZ;CH 1290;VERSOIX;SUISSE;3;N
3012410143014;RICHER DE FORGES A.C;45370;JOUY-LE-POTIER;FRANCE;9;N
3012410147012;DELARCHE;56230;QUESTEMBERT;FRANCE;1;N
3012410149016;CHAROUMU;63400;CHAMALIERES;FRANCE;15;O
3012410151019;FIN MARS DEBUT AVRIL;69600;OULLINS;FRANCE;6;N
3012410152016;MC KLEIN PUBLISHING;51143;KOLN;ALLEMAGNE;1;N
3012410154010;HORA DECIMA;75017;PARIS;FRANCE;17;N
3012410158018;CHEAP;75006;PARIS;FRANCE;2;N
3012410161018;CORINNE OZENNE;16120;CHATEAUNEUF SUR CHARENTE;FRANCE;10;N
3012410163012;LA TINTAINE;34500;BEZIERS;FRANCE;44;O
3012410165016;HANKO;38140;CHARNECLES;FRANCE;1;N
3012410166013;APEIRON;87200;ST JUNIEN;FRANCE;75;N
3012410168017;BOUVIER PIERRE;91290;ARPAJON;FRANCE;2;N
3012410169014;CALLISTO;49160;ST PHILBERT DU PEUPLE;FRANCE;1;N
3012410170010;ACCES;67300;SCHILTIGHEIM;FRANCE;138;O
3012410171017;AMOURS DE FANTASY;45160;OLIVET;FRANCE;1;N
3012410172014;LA SALICAIRE;41190;MOLINEUF;FRANCE;4;N
3012410174018;TROIS POINTS A LA LIGNE;60123;BONNEUIL EN VALOIS;FRANCE;4;N
3012410175015;MUSICA NOVA;75003;PARIS;FRANCE;1;N
3012410176012;BOURBON CHRISTOPHE;27700;LES ANDELYS;FRANCE;2;N
3012410177019;ART 3;26000;VALENCE;FRANCE;13;N
3012410181016;TALAIA;66140;CANET EN ROUSSILLON;FRANCE;59;N
3012410182013;NOSTRADAMUS;84300;CAVAILLON;FRANCE;3;N
3012410183010;AFNOD;69008;LYON;FRANCE;4;N
3012410192012;PASCAL ROUET;18000;BOURGES;FRANCE;1;N
3012410193019;CALVIN DIFFUSION DISTRIBUTION;30100;ALES;FRANCE;392;O
3012410194016;COSTA DS FERNAND;73610;LEPIN LE LAC;FRANCE;1;N
3012410195013;BAGNAGI;19100;BRIVE LA GAILLARDE;FRANCE;1;N
3012410196010;AABRAM ZOSJ EDITIONS;13008;MARSEILLE;FRANCE;1;N
3012410203015;THIERRY BRUSSON CONSEILS;69007;LYON;FRANCE;7;N
3012410204012;DEIXIS;75004;PARIS;FRANCE;2;N
3012410205019;CELINE HUBERT BONNET;24270;LANOUAILLE;FRANCE;1;N
3012410206016;ADAGE;26240;BEAUSEMBLANT;FRANCE;2;N
3012410207013;DES VILAINS GAMINS;08000;CHARLEVILLE MEZIERES;FRANCE;2;N
3012410208010;CHAT IVRE;84210;ST DIDIER;FRANCE;12;N
3012410210013;BERTRAND LACOSTE;75001;PARIS;FRANCE;2974;O
3012410212017;AUTEURS D AUJOURD HUI;34350;VENDRES;FRANCE;161;O
3012410213014;GALATHEE;37270;AZAY SUR CHER;FRANCE;2;N
3012410214011;LES COUSINS D ARNOLPHE;75009;PARIS;FRANCE;5;N
3012410215018;LE VISTEMBOIR;14000;CAEN;FRANCE;31;N
3012410216015;LIBRAIRIE PIERRE TEQUI;53150;ST CENERE;FRANCE;753;N
3012410218019;MATTHIEU PEDURTHE;64230;DENGUIN;FRANCE;1;N
3012410219016;IMPECCABLES;14000;CAEN;FRANCE;14;N
3012410221019;LA PIONNIERE;28230;DROUE SUR DROUETTE;FRANCE;43;N
3012410224010;CURSIVE;38160;ST SAUVEUR;FRANCE;1;N
3012410225017;ENCRE ET LUMIERE - JEAN CLAUDE BERNARD;30260;CANNES ET CLAIRAN;FRANCE;54;N
3012410227011;EPONYMES;36000;CHATEAUROUX;FRANCE;567;N
3012410228018;STPI FRANCE;75010;PARIS;FRANCE;1;N
3012410229015;LACABANNE JEAN-PIERRE;83136;GAREOULT;FRANCE;1;N
3012410231018;GWLADYS SARIE;65600;SEMEAC;FRANCE;1;N
3012410234019;JEAN-FRANCOIS JOUBERT;29840;LANILDUT;FRANCE;2;N
3012410236013;LA FEUILLE DE THE;14340;BEAUFOUR DRUVAL;FRANCE;39;N
3012410237010;REVOIR;63730;MIREFLEURS;FRANCE;88;N
3012410239014;PATRICK JARDIN;78180;MONTIGNY LE BRETONNEUX;FRANCE;1;N
3012410241017;PUPILLES VAGABONDES;38000;GRENOBLE;FRANCE;2;N
3012410242014;ENFANTS D AILLEURS;38260;FARAMANS;FRANCE;12;N
3012410243011;LES AMIS DE BEZENAC;24220;BEZENAC;FRANCE;1;N
3012410245015;JEAN BUFFIN;22010;MOLTRASIO CO;ITALIE;1;N
3012410247019;ALFABARRE;75013;PARIS;FRANCE;35;N
3012410248016;ESPRIT LIBRE JUNIOR;93320;LES PAVILLONS SOUS BOIS;FRANCE;3;O
3012410249013;COULEURS MOSAIQUES;71430;PALINGES;FRANCE;16;N
3012410251016;SRE;74370;METZ TESSY;FRANCE;7;N
3012410253010;EDITIONS DE L ORB;75015;PARIS;FRANCE;1;N
3012410254017;ARTS D AUSTRALIE;75017;PARIS;FRANCE;1;N
3012410255014;SINIG;93100;MONTREUIL;FRANCE;1;N
3012410256011;SCRIBE D OPALE;13270;FOS SUR MER;FRANCE;2;N
3012410258015;EL ASLAOUI  BADR;27000;EVREUX;FRANCE;1;N
3012410259012;AVENTURE DU BOUT DU MONDE;75014;PARIS;FRANCE;8;N
3012410260018;HARTIGAN;94472;BOISSY ST LEGER CEDEX;FRANCE;9;N
3012410262012;IMAGES INNEES;23200;AUBUSSON;FRANCE;1;N
3012410264016;LE TELEBURO;26270;LORIOL-SUR-DROME;FRANCE;1;N
3012410265013;AEDAM MUSICAE;53200;CHATEAU GONTIER;FRANCE;67;N
3012410267017;CYPLOG SARL;34770;GIGEAN;FRANCE;46;N
3012410269011;LUMINA SCRIBUS;44350;GUERANDE;FRANCE;1;N
3012410271014;ASSOCIATION DES AUTEURS INDEPENDANTS;64100;BAYONNE;FRANCE;1;N
3012410272011;LA PLUME NOIRE;CH1636;BROC;SUISSE;10;N
3012410277016;L ECHAPPEE BELLE;93170;BAGNOLET;FRANCE;12;N
3012410281013;STELLAMARIS;29200;BREST;FRANCE;528;O
3012410282010;EDITIONS LES TROIS R;37400;AMBOISE;FRANCE;14;N
3012410320019;LA GALIPOTE;63910;VERTAIZON;FRANCE;34;N
3012410370014;POLLEN;85280;LA FERRIERE;FRANCE;30076;O
3012410410017;PHONEREADER;75012;PARIS;FRANCE;2;N
3012410450013;DEBAISIEUX;63110;BEAUMONT;FRANCE;71;O
3012410470011;HARMONIE ET REFLEXION;14130;MANNEVILLE LA PIPARD;FRANCE;4;N
3012410490019;SCRIPTA;54730;GORCY;FRANCE;209;N
3012410520013;MILLE ET UNE FEUILLES;;;MONACO;1;N
3012410560019;BUENOS BOOKS INTERNATIONAL;75008;PARIS;FRANCE;72;N
3012410620010;LA CARDERE;84000;AVIGNON;FRANCE;141;O
3012410630019;LIS ET PARLE;93170;BAGNOLET;FRANCE;12;O
3012410640018;NYKTA;04300;FORCALQUIER;FRANCE;105;N
3012410670015;PROSVETA;83601;FREJUS CEDEX;FRANCE;258;N
3012410690000;BNF;75706;PARIS CEDEX 13;FRANCE;660;N
3012410730016;DUFOURG TANDRUP;33430;LE NIZAN;FRANCE;13;N
3012410770012;BOUCHENE;93200;ST DENIS;FRANCE;150;N
3012410780011;FRISON ROCHE;75020;PARIS;FRANCE;504;N
3012410820014;INNERQUEST;75860;PARIS CEDEX 18;FRANCE;34;N
3012410830013;ELAH;69007;LYON;FRANCE;233;N
3012410870019;JEAN-OLIVIER HUCLEUX;78740;VAUX SUR SEINE;FRANCE;1;N
3012410910012;KRYOS;75015;PARIS;FRANCE;12;O
3012410940019;LES PRESSES DU REEL;21000;DIJON;FRANCE;4210;O
3012411090010;CULTURES CROISEES;91590;LA FERTE AGAIS;FRANCE;27;N
3012411150011;MEDI-TEXT;75014;PARIS;FRANCE;31;N
3012411170019;DES BEATITUDES;41600;NOUAN LE FUZELIER;FRANCE;899;O
3012411230010;LE LAURIER;75015;PARIS;FRANCE;29;O
3012411260017;DU CYGNE;75013;PARIS;FRANCE;610;N
3012411310019;QUELQUE PART SUR TERRE;15000;AURILLAC;FRANCE;27;N
3012411330017;ADEN DIFFUSION;B 1060;BRUXELLES;BELGIQUE;34;N
3012411430014;L'OISEAU PORTE-PLUME;63160;BILLOM;FRANCE;12;N
3012411490018;CEPADUES;31100;TOULOUSE;FRANCE;781;N
3012411550019;PARFUM D'ENCRE;75015;PARIS;FRANCE;4;N
3012411560018;LE GRAND CHATELET;13540;PUYRICARD;FRANCE;14;N
3012411590015;YOLANDE LEDIN;10120;ST ANDRE LES VERGERS;FRANCE;7;N
3012411600011;CARET;97190;LE GOSIER;GUADELOUPE - FRANCE;6;N
3012411720016;DU REFLET;59000;LILLE;FRANCE;2;N
3012411760012;CIRCA 1924;75015;PARIS;FRANCE;35;N
3012411790019;GREGES;34000;MONTPELLIER;FRANCE;16;N
3012411860019;ALINEA BIS;72290;SOULIGNE SOUS BALLON;FRANCE;2;N
3012411880017;MANDALA;76920;AMFREVILLE LA MI VOIE;FRANCE;2;N
3012411910011;CRISTEL;35400;ST MALO;FRANCE;8;N
3012411920010;FERYANE;78003;VERSAILLES CEDEX;FRANCE;1352;N
3012411960016;PLI - GERARD LOUIS;54740;HAROUE;FRANCE;214;O
3012411990013;OCTARES;31000;TOULOUSE;FRANCE;242;N
3012412000018;L'EXPRIMERIE;33240;ST ROMAIN LA VIRVEE;FRANCE;72;N
3012412010017;CAIRN;64160;MORLAAS;FRANCE;2477;O
3012412020016;LE BLEU DU CIEL;33500;LIBOURNE;FRANCE;114;N
3012412040014;NOETIQUE ET PERFORMANCE;13080;LUYNES;FRANCE;3;N
3012412070011;EDITIONS DE LA ROSE DE VERRE;33720;BARSAC;FRANCE;26;N
3012412100015;ROBERT HENTSCH;92200;NEUILLY SUR SEINE;FRANCE;4;N
3012412110014;EDITION A VUE D OEIL;78424;CARRIERES SUR SEINE CEDEX;FRANCE;1399;O
3012412120013;CHEYNE;07320;DEVESSET;FRANCE;324;N
3012412150010;HERMAPHRODITE;54410;LANEUVEVILLE DEVANT NANCY;FRANCE;10;N
3012412170018;PRESENCE AFRICAINE;75005;PARIS;FRANCE;537;N
3012412180017;LAVAUZELLE;87280;LIMOGES;FRANCE;440;N
3012412190016;LA TRAVERSE;06300;NICE;FRANCE;163;N
3012412260016;SOURIS A LA VIE;62100;CALAIS;FRANCE;1;N
3012412420014;SAINT PAUL;L 2988;LUXEMBOURG;LUXEMBOURG;81;N
3012412660014;SFAR;75014;PARIS;FRANCE;3;N
3012412690011;CUJAS;75626;PARIS CEDEX 13;FRANCE;779;N
3012412720015;LES BELLES PAGES;13001;MARSEILLE;FRANCE;2;N
3012412730014;2GOOD;75020;PARIS;FRANCE;8;N
3012412750012;BEL OMBRA;31000;TOULOUSE;FRANCE;2;N
3012412780019;OSTAL DEL LIBRE;15000;AURILLAC;FRANCE;94;O
3012412810013;VIDA;30900;NIMES;FRANCE;339;N
3012412840010;POC;76000;ROUEN;FRANCE;10;N
3012412890015;DE SAINT MONT;95430;BUTRY SUR OISE;FRANCE;110;N
3012412910010;WYDAWNICTWO AKADEMICKIE DIALOG;01-688;VARSOVIE;POLOGNE;3;N
3012413060011;PERSEIDES;35190;BECHEREL;FRANCE;137;N
3012413160018;LA CLEF D ARGENT;21000;DIJON;FRANCE;139;N
3012413170017;ALEPH;26120;MALISSARD;FRANCE;1;N
3012413220019;ALPA;83340;LE LUC;FRANCE;2;N
3012413230018;YRIS;83300;DRAGUIGNAN;FRANCE;39;N
3012413240017;PIERRE YVES MILLOT;75019;PARIS;FRANCE;19;N
3012413290012;AL QALAM;75005;PARIS;FRANCE;2;N
3012413310017;REVUE EPS;75012;PARIS CEDEX 12;FRANCE;378;N
3012413320016;MONICA COMPANYS;49140;VILLEVEQUE;FRANCE;74;N
3012413340014;PIERRE FANLAC;24290;MONTIGNAC;FRANCE;177;O
3012413360012;ECRITEXTES;59650;VILLENEUVE D ASCQ;FRANCE;4;N
3012413390019;HENRI GOURSAU;31650;ST ORENS DE GAMEVILLE;FRANCE;46;N
3012413420013;FANTASQUES;34260;LE BOUSQUET D ORB;FRANCE;10;N
3012413490016;FORMAT;38610;GIERES;FRANCE;1;N
3012413700016;IRMA;75980;PARIS CEDEX 20;FRANCE;64;O
3012413710015;CULTUREACCESS;94400;VITRY SUR SEINE;FRANCE;1;N
3012413720014;EKOTY;E 28046;MADRID;ESPAGNE;39;N
3012413760010;TRISTAN MAGE;75015;PARIS;FRANCE;128;N
3012413810012;CAMELINES;09200;ST GIRONS;FRANCE;4;O
3012413820011;ALEAS;69001;LYON;FRANCE;198;N
3012413840019;DOMENS;34120;PEZENAS;FRANCE;212;N
3012413970013;TATAMI;75003;PARIS;FRANCE;1;N
3012413990011;LE HUBLOT;56260;LARMOR PLAGE;FRANCE;42;N
3012414050011;FRAGILE;24000;PERIGUEUX;FRANCE;30;O
3012414060010;AMIS DE XAVIER PRZEZDZIECKI;06480;LA COLLE SUR LOUP;FRANCE;1;N
3012414090017;PAROLE VIVANTE;82270;MONTPEZAT DE QUERCY;FRANCE;34;N
3012414190014;AUDEBERT;77240;VERT ST DENIS;FRANCE;1;N
3012414230017;OREP;14400;BAYEUX;FRANCE;874;N
3012414260014;BELLES EMOTIONS;75464;PARIS CEDEX 10;FRANCE;4;N
3012414320015;FUNAMBULES;83400;HYERES;FRANCE;2;N
3012414330014;LE PASSANT ORDINAIRE;75010;PARIS;FRANCE;21;N
3012414440010;ABS;46230;LALBENQUE;FRANCE;103;N
3012414490015;LE MOINE BOURRU;75020;PARIS;FRANCE;11;N
3012414500011;CARRARE;92200;NEUILLY SUR SEINE;FRANCE;2;N
3012414520019;AMITIES SPIRITUELLES;67100;STRASBOURG;FRANCE;37;N
3012414550016;GENEVIEVE PASTRE;75005;PARIS;FRANCE;40;N
3012414560015;AGUER;94400;VITRY SUR SEINE;FRANCE;1;N
3012414570014;AVANT ET APRES;33120;ARCACHON;FRANCE;21;N
3012414590012;ATOLL;83700;ST RAPHAEL;FRANCE;4;N
3012414620016;DEMAR;75019;PARIS;FRANCE;1;N
3012414630015;SPE BARTHELEMY;75015;PARIS;FRANCE;13;N
3012414650013;R DE REEL;94200;IVRY SUR SEINE;FRANCE;1;N
3012414670011;SHRI SHAOLIN SHARA;81440;LAUTREC;FRANCE;5;O
3012414680010;ENTRE DEUX MERS;33750;ST QUENTIN DE BARON;FRANCE;8;N
3012414690019;ADELIE;87000;LIMOGES;FRANCE;1;N
3012414710014;ATELIER DU HANNETON;26300;CHARPEY;FRANCE;17;N
3012414720013;CESURA LYON;69330;MEYZIEU;FRANCE;76;N
3012414730012;ESPACE PAUL REBEYROLLE;87120;EYMOUTIERS;FRANCE;13;N
3012414740011;FRANCOIS JANAUD;19100;BRIVE LA GAILLARDE;FRANCE;5;N
